ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags.ack,tcp.flags.syn,tcp.flags.fin
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","0","1","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","0","1","0"
"192.168.4.129","172.217.13.129","50246","443","0","1","0"
"192.168.4.129","172.217.13.129","50256","443","0","1","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","1","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","1","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","1","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","1","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","0","1","0"
"192.168.4.129","172.217.13.129","50274","443","0","1","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","1","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","1","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","1","0","1"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","0"
"192.168.4.129","173.194.57.105","39790","443","1","0","1"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39790","0","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","0","1","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","1","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","0","1","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","1","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"192.168.4.129","172.217.13.129","50274","443","1","0","1"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","1"
"192.168.4.129","172.217.13.129","50274","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50274","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","1","0","1"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"192.168.4.129","172.217.13.129","50256","443","1","0","1"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","1"
"192.168.4.129","173.194.57.105","39808","443","0","1","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","1"
"192.168.4.129","172.217.13.129","50256","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"172.217.13.129","192.168.4.129","443","50256","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","1","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"192.168.4.129","172.217.13.129","50226","443","1","0","1"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"192.168.4.129","172.217.13.110","52426","443","1","0","1"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"192.168.4.129","172.217.13.106","41128","443","1","0","1"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","1"
"192.168.4.129","172.217.13.110","52426","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","1"
"192.168.4.129","172.217.13.129","50226","443","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","1"
"192.168.4.129","172.217.13.106","41128","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50226","1","0","0"
"172.217.13.110","192.168.4.129","443","52426","1","0","0"
"172.217.13.106","192.168.4.129","443","41128","1","0","0"
"192.168.4.129","173.194.57.105","39792","443","1","0","1"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","0","1","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39792","0","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"192.168.4.129","172.217.13.129","50266","443","1","0","1"
"173.194.57.105","192.168.4.129","443","39818","1","1","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","146.75.29.140","33446","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","1"
"192.168.4.129","172.217.13.129","50266","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50266","1","0","0"
"146.75.29.140","192.168.4.129","443","33446","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"192.168.4.129","172.217.13.129","50240","443","1","0","1"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","172.217.13.99","37408","443","1","0","1"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","1"
"192.168.4.129","172.217.13.129","50240","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"172.217.13.129","192.168.4.129","443","50240","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","1"
"192.168.4.129","172.217.13.99","37408","443","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"172.217.13.99","192.168.4.129","443","37408","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","1","0","1"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","0","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","1"
"192.168.4.129","172.217.13.129","50246","443","0","0","0"
"172.217.13.129","192.168.4.129","443","50246","1","0","0"
"192.168.4.129","172.217.13.129","50246","443","0","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"192.168.4.129","173.194.57.105","39808","443","1","0","1"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","1","0","1"
"192.168.4.129","173.194.57.105","39808","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","0","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"173.194.57.105","192.168.4.129","443","39808","0","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"192.168.4.129","173.194.57.105","39818","443","1","0","1"
"173.194.57.105","192.168.4.129","443","39808","0","0","0"
"173.194.57.105","192.168.4.129","443","39818","1","0","1"
"192.168.4.129","173.194.57.105","39818","443","1","0","0"
"173.194.57.105","192.168.4.129","443","39818","0","0","0"
"173.194.57.105","192.168.4.129","443","39818","0","0","0"
"192.168.4.30","35.186.227.140","12675","443","1","0","0"
"192.168.4.30","35.186.227.140","12675","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","0","1","0"
"192.168.4.129","172.217.13.131","56134","443","0","1","0"
"172.217.13.131","192.168.4.129","443","56132","1","1","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","1","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","1","0","1"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","0","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"192.168.4.129","172.217.13.131","56134","443","1","0","1"
"172.217.13.131","192.168.4.129","443","56132","1","0","1"
"192.168.4.129","172.217.13.131","56132","443","0","0","0"
"172.217.13.131","192.168.4.129","443","56132","1","0","0"
"192.168.4.129","172.217.13.131","56132","443","0","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","1"
"192.168.4.129","172.217.13.131","56134","443","1","0","0"
"172.217.13.131","192.168.4.129","443","56134","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
"192.168.4.30","13.107.246.35","12680","443","1","0","0"
